,name,description,id,category
297,ディズニー・ヒッツ・ジャパン,日本でもおなじみの映画からの大ヒット曲から隠れた名曲まで、ディズニーミュージックの豊富なカタログからセレクトした公式プレイリスト！,37i9dQZF1DX1lolQkPIs5s,popculture
298,THE FIRST TAKE,"<a href=""https://www.youtube.com/channel/UC9zY_E8mcAo_Oq772LEZq8Q/"">「THE FIRST TAKE」</a>オフィシャルプレイリスト。音楽とPodcastをひとつのプレイリストで。",37i9dQZF1DXasMhtBJhqWM,popculture
299,ピクサー・ヒッツ,感動的なピクサー作品の名曲や主題歌・挿入歌などをいつでも楽しめる、SpotifyとDisneyによる公式プレイリスト！,37i9dQZF1DX427o3s8yLe3,popculture
300,そうだ、映画行こう: 『ゴーストバスターズ／アフターライフ』特集,"話題の映画音楽を聴いて、映画のある暮らしを。今週は2/4(金)公開の映画<a href=""https://www.ghostbusters.jp/"">『ゴーストバスターズ／アフターライフ』</a>を特集!! 
",37i9dQZF1DX7x7E9FoV6W0,popculture
301,大豆田とわ子と三人の元夫,"劇伴・挿入歌の坂東祐大、主題歌を手掛けたSTUTS 、そしてドラマのプロデューサー佐野亜裕美が語る #まめ夫 の音楽世界。©️カンテレ
ここでしか聞けない話が満載！ ドラマ<a href=""https://www.ktv.jp/mameo/"">「大豆田とわ子と三人の元夫」 </a>を音楽で追体験できるボイス入りとして初となるドラマ公式Spotifyプレイリストをお楽しみください。",37i9dQZF1DX11N7Mm9gIbL,popculture
302,MUSIC STATION,"テレビ朝日24局ネットで毎週金曜日21:00より放送の<a href=""https://www.tv-asahi.co.jp/music/"">「ミュージックステーション」</a>オフィシャルプレイリスト。",37i9dQZF1DX9YBuWaMN8SH,popculture
303,呪術廻戦 - Jujutsu Kaisen -,"TVアニメ<a href=""https://jujutsukaisen.jp/"">「呪術廻戦」</a> の公式プレイリスト。OP/ED曲、<a href=""spotify:show:24s1gq2QNlYGwGLpGYYDuS"">「呪術廻戦 じゅじゅとーく」</a>」ポッドキャストを合わせてチェック！ / ""You should use your strength to help others."" - Enjoy music and podcast from Jujutsu Kaisen!",37i9dQZF1DWYFFegQlq0Hb,popculture
304,Monday Spin,"音楽メディア<a href=""http://spincoaster.com/"">Spincoaster</a>が厳選したホットな新曲を毎週月曜日にお届け！",37i9dQZF1DX1L8JuK0yhgO,popculture
305,Tokyo Rising,Spotify Japan proudly introduces the freshest and most talented Japanese artists to the world.,37i9dQZF1DWX9u2doQ8Q2L,popculture
306,FNMNL,"音楽・ファッションなどカルチャーの情報を伝えるウェブメディア<a href=""http://fnmnl.tv/"">FNMNL</a>とSpotifyのオフィシャル・コラボレーションプレイリスト。FNMNLがセレクトした新譜にフォーカス。Cover Photo by <a href=""https://www.instagram.com/yokoching/?hl=ja"">Jun Yokoyama</a>",37i9dQZF1DXbGf3LdOivnK,popculture
307,週刊プレイリスト,"インスタメディア『PLAYLIST』のトレンドプレイリスト。
音楽好きの若者に支持されたインスタアカウント（Instagram：<a href=""https://www.instagram.com/playlist_of/"">@playlist_of</a>）の編集者が今話題の楽曲をピック。
毎週土曜日更新中。",37i9dQZF1DWV0ZPLNrlp88,popculture
308,EYESCREAM,"カルチャーマガジン<a href=""https://eyescream.jp"">「EYESCREAM」</a>とSpotifyによるコラボプレイリスト。編集部スタッフが新曲を中心に今、聞くべきオススメ曲を選曲しました。",37i9dQZF1DX0Y0HbqHTbDt,popculture
309,BLUE GIANT EXPLORER,"<a href=""http://bluegiant.jp/"">BLUE GIANT EXPLORER</a>とSpotifyのコラボ・プレイリスト。
いよいよアメリカに上陸した主人公＝宮本大が愛聴する、新旧のジャズの名曲たち！",37i9dQZF1DXas9apVLvbWp,popculture
310,全裸監督２ - The Naked Director 2 - ,"Netlifxオリジナルシリーズ<a href=""https://www.netflix.com/title/80239462"">『全裸監督２』</a>オフィシャルプレイリスト/  Music from and inspired by Netflix Original Series ""The Naked Director 2""",37i9dQZF1DXd60pJEdyjUH,popculture
311,安部礼司のプレイリスト,毎週日曜17時～TOKYO FM全国ネットで放送中のラジオドラマ「NISSAN あ、安部礼司」のON AIR楽曲を中心とした、昭和、平成、そして令和と……時代を超えたGood Musicをお届け！,4MqjQl0zrcU1beAVPkUfoQ,popculture
312,Dリーグ人気ランキング TOP20,,7stL7CeYMoX3vKUlmBXlzA,popculture
313,FULLCAST RAISERZ,,3BxOJDfxzZza2r09UNlVCp,popculture
314,Benefit one MONOLIZ,,6BH9GHEZCSV9LjjY1Yep54,popculture
315,⚡001 / 2020-21 Season プレイバック！,2020-21 Season Home Game at 川崎とどろきアリーナ 会場に鳴り響いた抜粋40曲！Selected by SEQYAMA［2021.9.18更新］,5KQv6IneGAzEJS919sYPB4,popculture
316,Next Up,前週大きく注目を浴びた楽曲。ネクスト・ヒットをいち早く。 cover: ザ・チェインスモーカーズ,37i9dQZF1DWZvuOKNcLsjv,popculture
317,*hits different*,music that just,37i9dQZF1DX6wk8dYln4y0,popculture
318,ミラベルと魔法だらけの家,"ディズニー映画<a href=""https://www.disney.co.jp/movie/mirabel.html"">『ミラベルと魔法だらけの家』</a>のオフィシャル・プレイリスト。",37i9dQZF1DX90Uvq4Q6k6I,popculture
319,TikTok Top Songs Japan,TikTok Japan 公式  | Viral hits on TikTok Music | TikTok Trend | TikTok Realtime Charts 2021 |TikTokで今話題のホット楽曲&amp;人気急上昇の楽曲！最新トレンドを今すぐチェック！,50yOd8j0Vgohfh9JZhRqc7,popculture
320,アナと雪の女王,「アナと雪の女王」から珠玉の名曲を選出したプレイリスト。今までの名曲とともに、「アナと雪の女王」の世界を堪能しよう。,37i9dQZF1DWWyLFwwO8QB1,popculture
321,新春落語 2022,お正月にぴったりな噺を集めました。江戸時代から続く日本の伝統芸能「落語」の魅力をたっぷりとお楽しみください。Cover: 三遊亭円楽 (撮影・加藤威史),37i9dQZF1DX8xpapHHng08,popculture
322,Rhythm & Groove By DJ TARO,"Tokyo’s NO.1 Radio Station <a href=""https://www.j-wave.co.jp/"">J-WAVE</a>, along with Club DJ <a href=""https://open.spotify.com/artist/0ZUlkaqycHiFNXBjCiJLSo?si=i707bLqrQm2lY5dvDOMQ4w"">DJTARO</a> bring to you a truly versatile musical selection! Keyword = ""Rhythm & Groove""!",37i9dQZF1DX6kCEsRUyntt,popculture
323,ディズニー サマー・ソングズ,夏にピッタリな、ディズニー曲を集めました♪海に！花火に！気分を高めてくれること間違いなし。この夏のイベントのお供に♪,37i9dQZF1DWVE7Ox2vZVm1,popculture
324,歌ネタ ベストセレクション,"芸人ソング・音ネタ・リズムネタが大集結！
粗品のボカロ曲やEverybody「クリティカルヒット」、M-1グランプリ2020王者マヂカルラブリー・野田クリスタルの楽曲など話題の芸人ソングが満載！",37i9dQZF1DWY6o3XgMnCg4,popculture
325,Tiger,"Happy New Year!! Spotifyが贈る、2021年の総括 & 未来へ繋ぐ100曲。*SPICE連動記事は<a href=""https://spice.eplus.jp/articles/297145"">こちら</a>",37i9dQZF1DWZziOS7Z02dY,popculture
326,FOLLOWERS -フォロワーズ-,Netflixオリジナルシリーズ『FOLLOWERS』オフィシャルプレイリスト 本編使用楽曲+ イメージアルバム | Music from and inspired by Netflix Original Series “FOLLOWERS”,37i9dQZF1DWUH6Jdg0p8K9,popculture
327,POP LIFE: 2021年を象徴する100曲をトークと共に,"Spotifyオリジナル<a href=""spotify:show:7nEkNCcSn3m6FyTVXfCQeP"">「POP LIFE:The Podcast」</a>と併せて、過去と未来を繋ぐ「今この瞬間」の体験をあなたに",37i9dQZF1DX9ZSuA4m7huF,popculture
328,Go Stream  - Spotify Japan 5周年記念プレイリスト  - ,"2016年11月10日にサービスを開始して以来、おかげさまでSpotify Japanは<a href=""https://youtu.be/FZNLVmLpjmI"">5周年</a>を迎えることができました。感謝の意を込めて、5年間のTop 100 Songsをプレイリストにしました。<a href=""https://youtu.be/FZNLVmLpjmI"">#SpotifyGoStream</a>",37i9dQZF1DX1wqG1dI77FI,popculture
329,2022 グラミー賞ノミネート作品,"<a href=""http://www.grammy.com/"">第64回グラミー賞</a>(2022年)ノミネート作品",37i9dQZF1DX67CQamTl3jY,popculture
330,Songs from Musicals,往年のミュージカルの名曲をひとつのプレイリストに。プレイボタンを押した瞬間から、あなたもブロードウェイの劇場に。,37i9dQZF1DXaMUReIE14vC,popculture
331,アジア都市音楽ディスクガイド Asian City Music Disc Guide,"Based on the Book <a href=""https://diskunion.net/dubooks/ct/detail/DUBK317"">""Asian City Music Disc Guide"" (Tokyo: DU BOOKS). </a> City Pop,K-Pop,AOR,R&B...",37i9dQZF1DWUYqOHKAREHh,popculture
332,Best of Star Wars,スター・ウォーズの映画の全楽曲から選りすぐりの名曲をラインナップしたプレイリスト。,37i9dQZF1DX6FxCQMdeeDJ,popculture
333,BE:MANATO,BE:FIRSTのメンバー MANATOが影響を受けてきた音楽をセレクトしたプレイリストを公開。A playlist of songs that have inspired and selected personally by MANATO from BE:FIRST.,2LsFhjRK6pDsrehu3zrzX3,popculture
334,Free Soul 500,橋本徹（SUBURBIA）監修・選曲によるミリオンセラー・コンピ・シリーズ『Free Soul』が、Spotify available on PlayStation Musicに登場！ 70年代ソウル周辺音楽を中心に、時代やジャンルをこえてセレクトされたグルーヴィー＆メロウなFree Soulの名曲500曲が楽しめます（季節更新）。 CDリリースでおなじみの人気楽曲はもちろんコンピには未収録の隠れた名作まで、豊富なカタログを持つSpotifyならではの、よりスケールアップしたラインナップでお届け。Selection by Toru Hashimoto (SUBURBIA),7nr5ZyvEn4YcuYNVIDdaZO,popculture
335,Happy Rainy Day,しっとり雨の日も、あなたの心に寄り添う優しいディズニーの名曲を集めたプレイリスト。元気を出したいとき、癒されたいときにもぴったり！,37i9dQZF1DWUKJTEB8ir1o,popculture
336,村上春樹の100曲,『村上春樹の100曲』（立東舎）で選んだ100曲のプレイリストです。担当者指定の音源が見つからなかったものは別録音・演奏で替えています。それでも若干抜けがあります。面白かったら『村上春樹の100曲』ぜひよろしくおねがいしますね！,03cNVQhdrLhbhm1uwiSLsB,popculture
337,Music from Novels,"音楽との親和性が強い村上春樹の文学。このプレイリストでは村上作品に登場する音楽を作品に分けて紹介します。特集：村上春樹「女のいない男たち」<a href=""https://twitter.com/SpotifyJP"">#Spotifyはじめました</a>",37i9dQZF1DWU7eRTL3tUCX,popculture
338,#1 Marines Pitchers' Playlist,2021マリーンズピッチャー登場曲プレイリスト　名前がコールされマウンドで流れる登場曲。球場が一体となる最高の瞬間です。,6yEe6zHKsnGYye6ujtJ8bd,popculture
339,ライオン・キング,ディズニーが贈る“超実写版”キング・オブ・エンターテイメント「ライオン・キング」のオフィシャルプレイリスト。,37i9dQZF1DXd2qUkbPKslk,popculture
340,深夜の音楽食堂,FMヨコハマ　火曜深夜２４時３０分から放送中　これまでの選曲集から新たなお気に入り曲まで、松重豊がプレイリストを更新中！,6YDckiQHBPbMvpcNWsWLRk,popculture
341,J-WAVE POP OF THE WORLD [HOT TUNES!!!],"ハリー杉山・長濱ねる・スタッフがオススメする【HOT TUNES!!!】J-WAVE 81.3FM Every Sat 6:00am-8:00am Instagram : <a href=""https://www.instagram.com/popjwave/"">https://www.instagram.com/popjwave/</a> Twitter : <a href=""https://twitter.com/pop_813"">https://twitter.com/pop_813</a>",11R58mk4tTGWiYg2EjkEvW,popculture
342,Music From Novels 2,"音楽との親和性が強い村上春樹の文学。このプレイリストでは村上作品に登場する音楽を作品に分けて紹介します。特集：村上春樹「ノルウェイの森」<a href=""https://twitter.com/SpotifyJP"">#Spotifyはじめました</a>",37i9dQZF1DX6uViWMp1oKy,popculture
343,Curated by FRIENDSHIP.,"「FRIENDSHIP.」のSpotify Music Playlistです。FRIENDSHIP.がサポートしているアーティストのニューリリース&amp;レコメンドソングを毎週更新中。This Spotify Playlist is made by FRIENDSHIP., digital distribution and promotion service of the company HIP LAND MUSIC. It is updated weekly with new releases and recommended songs from artists supported by FR",6SzuvuggD8pIIWglRxmjyf,popculture
344,令和ポップス,"2019年に幕を開けた令和。ストリーミングや動画サイトでのバイラルが影響力を増し、社会情勢や価値観が激動している""ニューノーマル""な時代のポップミュージック。",37i9dQZF1DXdurasRmJgpJ,decades
345,平成ポップヒストリー,平成元年(1989年)〜30年(2018年)のヒット曲を年代順にお送りします。CDのミリオンヒット、着うた、ダウンロード、音楽フェス、そしてストリーミング時代へと駆け抜けた30年間を総括。,37i9dQZF1DWYQelb54GZmT,decades
346,昭和ポップス,再び脚光を浴びる「昭和ポップス」。フォーク、アイドルソング、テクノ歌謡、シティポップ、そして歌謡曲。世代を問わず家族でヒット曲を口ずさむことができた黄金の時代。,37i9dQZF1DX2QCBqV8Ylrq,decades
347,トップ10年代ソング 2021,2021年、Spotifyで最も再生された10年代ソングの年間ランキング。,37i9dQZF1DXbkBSOjoSOib,decades
348,トップ00年代ソング 2021,"2021年、Spotifyで最も再生された00年代ソングの年間ランキング。
",37i9dQZF1DWTIEzzY1EnPI,decades
349,トップ90年代ソング 2021,2021年、Spotifyで最も再生された90年代ソングの年間ランキング。,37i9dQZF1DX3Eq4OvWtCyt,decades
350,My Generation: '90s,"バブル景気の爆発→崩壊という激動の時代の中で、華やかに咲き誇った90年代音楽。""小室ブーム""をはじめとするメガヒットの連発, 先鋭化したヒップホップ、グランジ、そしてスパイス・ガールズのようなポップグループも出現した時代。",37i9dQZF1DWWNbVDKoV50L,decades
351,My Generation: '00s,音楽フェスの活性化、iTunes Storeの日本展開開始、動画サイトの台頭、着うた等、音楽体験が劇的に変わった2000年代。HIPHOPのポップス化、カバーブーム、泣き歌ブームも象徴的な時代。,37i9dQZF1DX4OQAiraQRL0,decades
352,My Generation: '10s,"EDM, ヒップホップが人気ジャンルとして成立し、CDの売り上げよりライブが重視され、音楽ストリーミングの活性化によりローカルアーティストが国境を超え世界にリーチするケースが増えた激動の時代。",37i9dQZF1DX0AAB8d81Iqz,decades
353,トップ80年代ソング 2021,2021年、Spotifyで最も再生された80年代ソングの年間ランキング。,37i9dQZF1DWXwEE07TKpuI,decades
354,My Generation: '80s,多様化していた80年代の日本音楽シーン。初頭はテクノがあり、後半はバンドブームがあり、そしてディスコ音楽があり、また松田聖子や中森明菜等アイドルポップスも隆盛を誇った。,37i9dQZF1DXdX26YqusBdd,decades
355,All Out 2010s,The biggest songs of the 2010s.,37i9dQZF1DX5Ejj0EkURtP,decades
356,昭和歌謡,時代が移り変わっても歌い継がれる昭和の歌謡曲。,37i9dQZF1DWTKzzmIviGrL,decades
357,Rock Anthems Japan 10s,2010年代 J-Rockの名曲をひとつのプレイリストにコンパイル。,37i9dQZF1DWVCWq6ehLoH4,decades
358,Rock Anthems Japan 90s,音楽史に名を刻んだ1990年代Japan Rockの名曲をひとつのプレイリストに。,37i9dQZF1DXcpehQnGbWYD,decades
359,Rock Anthems Japan 80s,"音楽史に名を刻んだ1980年代Japan Rockの名曲をひとつのプレイリストに。
",37i9dQZF1DX8E5Uj8VRchR,decades
360,My Generation: '70s,フォークソングからニューミュージック全盛へと変遷していった70年代。後半は、カラーテレビの普及と共にお茶の間に音楽が浸透、「ザ・ベストテン」などの人気番組が登場。,37i9dQZF1DWSJ2HaYo0hDG,decades
361,Rock Anthems Japan 00s,"2000年代 J-Rockの名曲をひとつのプレイリストにコンパイル。
",37i9dQZF1DWV48gEMVy7G8,decades
362,Anime Rewind '10s,"The hottest Anime hits of the 10s. 2010年代のアニメシーンを特集！Illustration by <a href=""https://www.instagram.com/hideyasu_moto/""> Hideyasu Moto</a>",37i9dQZF1DWYzHfIcEruXw,decades
363,Anime Rewind '00s,"The hottest Anime hits of the 00s.  2000年代のアニメシーンを特集！Illustration by <a href=""https://www.instagram.com/hideyasu_moto/""> Hideyasu Moto</a>",37i9dQZF1DWZZu9JWZK2dy,decades
364,Party Hits 2010s,The biggest party hits of the 2010s. Cover: Pitbull.,37i9dQZF1DWWylYLMvjuRG,decades
365,Anime Rewind '90s,"The hottest Anime hits of the 90s. 1990年代のアニメソングを特集。Illustration by <a href=""https://www.instagram.com/hideyasu_moto/""> Hideyasu Moto</a>",37i9dQZF1DXanOaZVFiwtB,decades
366,+81 Connect GOLD : 20's J-Hiphop Hits,J-Hiphopの「今」と「その先」をつなぐ、2020年代を象徴するヒット曲を特集。,37i9dQZF1DX9Rd9ATjCaXU,decades
367,All Out 80s,The biggest songs of the 1980s.,37i9dQZF1DX4UtSsGT1Sbe,decades
368,Soft 10s,Mellow songs from the 2010s.,37i9dQZF1DX1uHCeFHcn8X,decades
369,City Pop '80s,Explore the dazzling sound of Japanese City Pop from the ‘80s./ 都会の夜をクルージング、週末は海辺でリゾート気分。煌めきに満ちた毎日を彩った、黄金期のシティポップ 。,37i9dQZF1DWW28hvtiO3j9,decades
370,All Out 90s,The biggest songs of the 1990s. Cover: Janet Jackson.,37i9dQZF1DXbTxeAdrVG2l,decades
371,トップ70年代ソング 2021,2021年、Spotifyで最も再生された70年代ソングの年間ランキング。,37i9dQZF1DX6gGpusIv4ZB,decades
372,Anime Rewind '80s,"The hottest Anime hits of the 80s. 1980年代のアニメソングを特集。Illustration by <a href=""https://www.instagram.com/hideyasu_moto/""> Hideyasu Moto</a>",37i9dQZF1DXcFCZS9poESZ,decades
373,10s Love Songs,Unforgettable love songs from the 2010s.,37i9dQZF1DWVTfbQdQ8l7H,decades
374,80s Love Songs,The most unforgettable love songs from the 80s.,37i9dQZF1DXc3KygMa1OE7,decades
375,Deep Dive: 10s Pop,Digging deep into the history of 10s pop.,37i9dQZF1DX0KGZxcPEEqa,decades
376,City Pop '70s,Discover the amazing world of Japanese City Pop from the ‘70s./ ニューミュージックとも一線を画す、都会的で洗練された音楽＝シティポップ の誕生。黎明期の輝きは永遠に。,37i9dQZF1DX8zwfXO8sDE6,decades
377,City Pop '90s,Get fascinated by Japanese City Pop from the ‘90s with Shibuya-kei flavor./ シティポップの発展が渋谷系へと向かう。多幸感に溢れる時代の空気と共に、モードな再構築が新たなカルチャーを生んだ。,37i9dQZF1DXcCtECOOdtm1,decades
378,All Out 2000s,The biggest songs of the 2000s.,37i9dQZF1DX4o1oenSJRJd,decades
379,#Throwback Thursday Japan: 2008年のヒット曲,今週の#TBTは、2008年を特集。■ 流行語：「グ〜!」（エド・はるみ）、「アラフォー」■ 『そばにいるね』（青山テルマ feat.SoulJa）『LIFE』（キマグレン）がヒット ■大河ドラマ『篤姫』が大きな話題に。,37i9dQZF1DX8l40CLGdnxJ,decades
380,All Out 60s,"The biggest songs of the 1960s.
",37i9dQZF1DXaKIA8E7WcJj,decades
381,90s Rock Anthems,These songs rocked the 90s. Cover: Nirvana,37i9dQZF1DX1rVvRgjX59F,decades
382,Soft 80s,Mellow songs from the 1980s.,37i9dQZF1DX4WELsJtFZjZ,decades
383,All Out 70s,"The biggest songs of the 1970s.
",37i9dQZF1DWTJ7xPn4vNaz,decades
384,Party Hits 2000s,The biggest party hits of the 2000s. Cover: Shakira. ,37i9dQZF1DX7e8TjkFNKWH,decades
385,Soft 70s,Mellow songs from the 1970s.,37i9dQZF1DWTTn6daQVbOa,decades
386,City Pop '00s,Cruise through Japanese “Neo” City Pop from the ’00s./ 渋谷系の系譜から、ボーダーレスに多様化に向かっていった’00年代。ネオ・シティポップ新時代の波はすぐそこに。,37i9dQZF1DX0cgcWoYFXZp,decades
387,Acoustic Hits: Oldies but Goodies,Instant classics from over the years loaded into one sweet mix.,37i9dQZF1DWUH2AzNQzWua,decades
388,K-Pop Generations,The K-Pop idols who started it all from 90's - 10's. (90년대부터 2010년대까지 케이팝 아이돌 필수곡들을 즐겨보세요!),37i9dQZF1DX14fiWYoe7Oh,decades
389,Soft 00s,Mellow songs from the 2000s. Cover: Rihanna.,37i9dQZF1DXdGHPXiRsW3u,decades
390,’80s Hard Rock,"Hair goals, spandex and epic guitar solos. We got you. Celebrating the life and legacy of Eddie Van Halen.",37i9dQZF1DX68H8ZujdnN7,decades
391,All Out 50s,The biggest songs of the 1950s.,37i9dQZF1DWSV3Tk4GO2fq,decades
392,Soft 90s,Mellow songs from the 1990s. Cover: Boyz II Men.,37i9dQZF1DX2syo5w7a1cu,decades
393,Easy 70s,Ease back in time with the help of these seventies classics...,37i9dQZF1DWSWNiyXQAvbl,decades
394,EQUAL Global,"Listen to women from all over the world, at full volume. Cover: Manizha",37i9dQZF1DWU8quswnFt3c,equal
395,EQUAL Japan,女性の持つパワーや可能性を最大限に引き出していくプログラム「EQUAL」。今月のアーティスト: Maika Loubté,37i9dQZF1DX2K2376Q0zTJ,equal
396,EQUAL Russia,Слушай российских исполнительниц на полной громкости. На обложке: Manizha,37i9dQZF1DWWgdl6IRdIlO,equal
397,EQUAL US,"Listen to female-identifying only grooves alongside <a href=""spotify:artist:0PpiNNCSKFjchmyHuCe0Pj"">Nnena's</a> personal picks Cover: Nnena",37i9dQZF1DWU86q8CK6tXo,equal
398,EQUAL Africa,"The fiercest African women making waves. Cover: <a href=""https://open.spotify.com/artist/21UPYSRWFKwtqvSAnFnSvS?si=s0zvcnIaTQapSs1oEuGkyw""> Amaarae </a>",37i9dQZF1DX35vibahyjHG,equal
399,EQUAL Korea,한국 여성들의 목소리가 담긴 플레이리스트를 감상해보세요. (커버: 청하),37i9dQZF1DWXLRnGRo8irv,equal
400,EQUAL Singapore & Malaysia,Listen to women from Singapore and Malaysia at full volume. Cover: Vanessa Reynauld,37i9dQZF1DXdx7sCF75xKy,equal
401,EQUAL India,"Listen to Indian women, at full volume. Cover:   Shashaa Tirupati",37i9dQZF1DX5KJJSIYaNvs,equal
402,EQUAL Taiwan,一起來支持女性音樂人的精采表現！Cover: ?te 壞特,37i9dQZF1DX2hEEH7Yc5Au,equal
403,EQUAL Vietnam,Cùng tôn vinh tài năng và âm nhạc của những nữ nghệ sĩ Việt. Ảnh bìa: Mỹ Tâm,37i9dQZF1DXbbp0uiGXEBw,equal
404,EQUAL Hong Kong,一起感受香港製造的女聲力量！(cover: AGA),37i9dQZF1DX6W1YbI0Nbnc,equal
405,EQUAL Colombia,¡Mujeres colombianas a todo volumen! En portada: Catalina García (Monsieur Periné),37i9dQZF1DWSWHOzidsSnO,equal
406,EQUAL GSA,"""Women at full volume"" - Höre hier Künstlerinnen aus Deutschland, Österreich und der Schweiz. Cover: Nina Chuba",37i9dQZF1DWVA5o3WHL2eG,equal
407,EQUAL Portugal,"Ouve estas extraordinárias mulheres artistas portuguesas, como Rita Vian, com o volume no máximo",37i9dQZF1DXa3XvSefBFmb,equal
408,EQUAL CZ&SK,Ženy v plné síle. Poslouchej EQUAL CZ&SK. Cover: Elis Mraz,37i9dQZF1DX5jr2ABRSBbi,equal
409,EQUAL Italia,Ascolta a tutto volume queste straordinarie artiste italiane! Cover: Annalisa,37i9dQZF1DWUHxBb0SYtLj,equal
410,EQUAL Greece,Listen to Greek women at full volume. Cover: Eleonora Zouganeli,37i9dQZF1DX9H4ZHqhys8z,equal
411,EQUAL Netherlands,Women at full volume! Luister naar muziek van vrouwen uit Nederland. Cover: MEAU,37i9dQZF1DXaXn0hGbmLLg,equal
412,EQUAL UK & Ireland,"Women who define the past, present and future of music. Listen at full volume. Cover: Wet Leg",37i9dQZF1DX9ptRQF1dOxS,equal
413,EQUAL Argentina,"Emilia y más mujeres, a todo volumen.",37i9dQZF1DX2ArBUudJwM5,equal
414,EQUAL Chile,"Tomasa del Real y más mujeres, a todo volumen.",37i9dQZF1DXaXeq4HFmqQR,equal
415,EQUAL Centro & Caribe,Mujeres de Centroamérica y el Caribe a todo volumen. Foto: YEИDRY,37i9dQZF1DX7D7lQhUs2b8,equal
416,EQUAL Canada,"Listen to women in Canada, at full volume. Cover: MacKenzie Porter",37i9dQZF1DX3vtLopew4fC,equal
417,EQUAL Belgium,"Listen to women from Belgium, at full volume. Cover: MEYY",37i9dQZF1DX5YBM9tRiBVF,equal
418,EQUAL Polska,Wyjątkowe polskie artystki na jednej playliście. Słuchaj kobiet na cały głos! Cover: DZIARMA,37i9dQZF1DWWsiJMaq2jt5,equal
419,Women's Voice,日本の女性アーティストの歌を特集。cover: にしな,37i9dQZF1DWTD6tHjIApT3,equal
420,She Rocks,Japanese female rock icons. Cover: SCANDAL,37i9dQZF1DX59CyY8YTix2,equal
421,Girl On Fire,女性ポップアイコンの名曲を一つのプレイリストに。cover: Avril Lavigne,37i9dQZF1DX4F2k37fMTyn,equal
422,アイドルポップ：ジャパン,"日本独自のポップカルチャー=アイドル。""楽曲推し""でお届けします。Cover: CYNHN",37i9dQZF1DX8PLev4Ol7Ml,equal
423,Women of Pop,Kick back with the queens of pop.,37i9dQZF1DX3WvGXE8FqYX,equal
424,Women of Hip-Hop,"Some of the most influential and innovative voices in hip-hop—yesterday, today, tomorrow. Cover: Saweetie & Doja Cat",37i9dQZF1DX5l9rcXWdrth,equal
425,Women of Rock,These women rock our worlds with their music and influence. Cover: Stevie Nicks,37i9dQZF1DXd0ZFXhY0CRF,equal
426,Women of Indie,Some of the most mesmerizing voices and masterful musicians of indie. Cover: FKA Twigs,37i9dQZF1DX91UQmVbQYyN,equal
427,Women of R&B,"A musical celebration of women in R&amp;B, from its earliest acts to its newest stars. Cover: Aretha Franklin",37i9dQZF1DX1wNY9tfWQsS,equal
428,Women of the Blues,The greatest female voices in blues today. Cover: Bettye LaVette,37i9dQZF1DX8QB9Ys2nV17,equal
429,Women of K-Pop,"From sultry vocalists, sexy divas to cutesy girl-groups, the women of K-Pop are a formidable force to be reckoned with. (Cover: YUJU)",37i9dQZF1DX6Cy4Vr7Hu2y,equal
430,Women of Folk,"Dive into the history of folk and roots music—from Americana icons to roots rock, singer-songwriter, and indie folk favorites. Cover: The Staves",37i9dQZF1DWSIcimvN18p3,equal
431,Women of Jazz,Trace the history of jazz from timeless classics to boundary-breaking contemporary favorites. Cover: Diana Krall,37i9dQZF1DX5OepaGriAIm,equal
432,Women of Electronic,Celebrating women at the centre of innovation in electronic music. Cover: Octo Octa,37i9dQZF1DX9WbnZpHWMaI,equal
433,Women of Country,The extraordinary women making great country music today.  Cover: Tenille Arts,37i9dQZF1DX49poIUZYXp7,equal
434,Women of Classical,Celebrate the great women composers who continue to transform the classical world. Cover: Hania Rani and Dobrawa Czocher,37i9dQZF1DX5hL1aT2vhMb,equal
435,Created by Women,"Highlighting <a href=""http://noteable.spotify.com"">Noteable</a> songs that are 100% written, produced, and performed by women! Cover: <a href=""https://open.spotify.com/artist/3Mgv0bbH3V7s7c3ddUyC1y?si=vMpAwRm7RQqcoN7yEmku6g&nd=1"">MASUMI</a>, <a href=""https://open.spotify.com/artist/0O66QHPs08luarCKRfo5ys?si=RvceOVkQS_uNAwak49f29A"">So Wylie</a>",37i9dQZF1DX7JO5vzoPTXR,equal
436,Dope AF,"Dope, Asian, and Femme. Cover: Jaguar Jonze",37i9dQZF1DX1kZBqCJkwLM,equal
437,fem.,A new generation making their own rules. Cover: Yoss Bones,37i9dQZF1DWUArRC04H8rI,equal
438,Door Knockers,Classics from trailblazing women in hip-hop. Cover: Lil' Kim,37i9dQZF1DX9iGsUcr0Bpa,equal
439,Fierce Femmes,"These women are on the rise, and are rocking our worlds right now / Cover: Siiickbrain",37i9dQZF1DX5kjCvsC5isB,equal
440,badass,killer songs from badass artists. Cover: Snail Mail,37i9dQZF1DX2I7Ykltk83m,equal
441,SAWTIK,They will be heard. Discover strong female voices from the Arab World. Cover: Dana Salah.,37i9dQZF1DXbgtqUuhUMh3,equal
442,Girl Krush,All your girl crushes(걸크러쉬) in one place. Cover: MOONBYUL(문별),37i9dQZF1DXbSWYCNwaARB,equal
443,Queens of Disco,The most definitive female voices in Disco. Cover: Chaka Khan,37i9dQZF1DXdJyxIBq7Xdy,equal
444,Ambiente,"The home of today’s cutting edge Ambient, Atmospheric and Neo Classical music. Biosphere on cover.",37i9dQZF1DX9c7yCloFHHL,ambient
