,name,description,id,category
1379,Baila Reggaeton,"Reggaeton hits from Nicky Jam, Bad Bunny and more!",37i9dQZF1DWY7IeIP1cdjF,latin
1380,New Music Friday Latin,All-new releases by Latin artists! Cover: Ricky Martin,37i9dQZF1DX1hVRardJ30X,latin
1381,Reggaeton Classics,The movement’s roots. Los clásicos del Reggaeton. Cover: Nicky Jam,37i9dQZF1DX8SfyqmSFDwe,latin
1382,Latin Hit Mix,These hits were made to stay! Revive los éxitos de los últimos meses aquí.,37i9dQZF1DXbLMw3ry7d7k,latin
1383,Bachata Classics,Clásicos de la bachata. Timeless bachata hits. Cover: Aventura,37i9dQZF1DX65py6HnnlE1,latin
1384,Salsa Classics,Timeless Salsa from your favorite legends. Cover: Willie Colón,37i9dQZF1DX7SeoIaFyTmA,latin
1385,Esenciales,"Timeless Latin hits, solo tus favoritos!",37i9dQZF1DX3omIq8ziEt6,latin
1386,Éxitos USA,"The hottest Latin hits in the US! Cover:
Maluma",37i9dQZF1DX4oUPBOaEkL6,latin
1387,Future Hits: Latin,The Latin hits of tomorrow are on Spotify today.  Cover: DEKKO,37i9dQZF1DWZoF06RIo9el,latin
1388,Viral Latino,"The Latin viral tracks you'll wanna listen to. Cover: Feid, KAROL G",37i9dQZF1DX5y71ufjoyXC,latin
1389,Spotify Singles: Latino,"Latin superstars like you've never heard before.  Cover: Nathy Peluso, Ambar Lucid & Carin Leon.",37i9dQZF1DWSDautEwAKZB,latin
1390,Latin Cardio,Upbeat Latin songs to keep your heart rate up.,37i9dQZF1DWXmQEAjlxGhi,latin
1391,Zumba® Beats,Break a sweat with this Zumba-inspired playlist! Find a class at Zumba.Dance,37i9dQZF1DX7cmFV9rWM0u,latin
1392,Latin Jazz,The irresistible rhythms of Latin jazz. Cover: Tito Puente,37i9dQZF1DX661EjJOj3Tu,latin
1393,Fuego,turn up with Myke Towers.,37i9dQZF1DX8sljIJzI0oo,latin
1394,Puro Perreo,"¡Perreo del bueno! For those who like it raw.
Cover: Alexis Y Fido",37i9dQZF1DWX5ZOsG2Ogi1,latin
1395,Café con Leche,Keep calm and enjoy this musical cafecito.,37i9dQZF1DXa3NnZWk6Z3T,latin
1396,Inspiring Latinas,"Latinas que inspiran. Kickback and listen to these amazing women. Cover: Maria Becerra, Becky G",37i9dQZF1DX5AVYhCeISA6,latin
1397,Salsa Nation,Lo último y lo mejor de la salsa. Cover: Gilberto Santa Rosa,37i9dQZF1DX4qKWGR9z0LI,latin
1398,50 Latin Classics,Latin songs that changed the game. Cover: Celia Cruz,37i9dQZF1DWZJIhAWlsiOv,latin
1399,Café Cubano,Take yourself to Havana with some Cuban Salsa and Café favourites.,37i9dQZF1DWZLN2cXno63R,latin
1400,Latin Dinner,You bring the ingredients. We bring the flavor. Enjoy la cena!,37i9dQZF1DX2zAr9vdmFlU,latin
1401,Salsa Cubana,¡Lo mejor de la Salsa Cubana! Cover: Celia Cruz,37i9dQZF1DWVSSKiqqNKSC,latin
1402,Bachata Lovers,Tu lista favorita de Bachata. Cover: Ralphy Dreamz,37i9dQZF1DX7MTlMMRl0MD,latin
1403,Paraíso Tropical,"Éxitos con sabor. Cover: Elvis Crespo, Limi-T 21",37i9dQZF1DWYey22ryYM8U,latin
1404,Latin Chillout 10s,"Relax to the the rhythm of these smooth Latin tunes of the 2010s.

",37i9dQZF1DXbvzw24ukZEU,latin
1405,Salsa Hits: Los 90s,Los mejor de los 90s. The Best of the 90s,37i9dQZF1DX0ERdy9Swdy5,latin
1406,New Urbano,"Descubre lo más nuevo del movimiento. Cover: FMK, KHEA",37i9dQZF1DWZdsS73T1ogG,latin
1407,Mother Funk,"Enjoy the hottest <a href=""spotify:genre:funkbrazil"">Brazilian Funk</a>. Lo mejor del <a href=""spotify:genre:funkbrazil"">Funk de Brasil </a>! Cover: Mc Kevin O Chris",37i9dQZF1DXcyPBAlQvdpJ,latin
1408,Vibra Tropical,¡Dale buena onda cálida y frutal a tu día!,37i9dQZF1DX3fXJqxGjuEP,latin
1409,¡Guajira!,El género cubano cantable y bailable por excelencia.,37i9dQZF1DWV5sGFwUJeqR,latin
1410,This Is J Balvin,The artist's latest and greatest hits. Lo nuevo y lo esencial de Jose. ¡Leggo!,37i9dQZF1DX7HGyCQ2dcNx,latin
1411,100% Cumbia,¡Baila esta cumbia! Los éxitos de Latinoamérica en un solo lugar.,37i9dQZF1DX8yLfjPY8emY,latin
1412,Eléctrica Selvática,Místico y amazónico... Este es el sonido de latinoamérica. Foto: DNGDNGDNG,37i9dQZF1DXacNXCQqbCEI,latin
1413,Mucho Rap,Lo mejor del Hip-Hop y Rap en español. Cover: Ovi ,37i9dQZF1DWTgSTuHRv7LV,latin
1414,Latin Chillout 00s,Relax to the the rhythm of these smooth Latin tunes of the 2000s.,37i9dQZF1DWValJmYBKiAM,latin
1415,Trap Land,"Lo mejor del Trap en Español. The best of Latin Trap. Cover: Brytiago, Ankhal, Luar La L",37i9dQZF1DXde9tuMHuIsj,latin
1416,Tangos y Milongas,Disfruta esta fina selección de los mejores Tangos argentinos.,37i9dQZF1DXcCT9tm6fRIV,latin
1417,Urbano Rising,Los éxitos urbanos del mañana. Rising Latin artists just for you. Cover: YoGambii,37i9dQZF1DX4OjfOteYnH8,latin
1418,Flow Venezuela,Aquí está el sonido urbano de Venezuela. Cover: Katie Angel,37i9dQZF1DWTtgIvO0zxTI,latin
1419,Beast Mode Latin,Latin tunes to get your beast mode on!,37i9dQZF1DXdc2CX1rMGAc,latin
1420,¡Viva México!,Celebremos el orgullo mexicano con estas alegres canciones.,37i9dQZF1DX53wq0WYtg5L,latin
1421,Boogaloo Essentials,We like it like that! Cover: Pete Rodriguez (Courtesy of Fania),37i9dQZF1DWYS4jYoOYXiN,latin
1422,Dembow Pegao,"Lo mas pegao en Dembow. 
Foto: El Alfa.",37i9dQZF1DWWWpEY2WZLnS,latin
1423,Flow Dominicano,Pa' lo tigueres en alta gama. Cover: Calacote,37i9dQZF1DWZVuIRLEh0tE,latin
1424,República Dembow,"Prendete con tu lista favorita de Dembow. Foto: Maffio, La Perversa & Yomel El Meloso.",37i9dQZF1DWU3iv5mH3inV,latin
1425,Cubatón,"¡Música urbana representando a Cuba! Cover: Gente de Zona, Maffio",37i9dQZF1DWWM5o62BfFWh,latin
1426,Merengue Clásico,¡Merengue de los 80 y 90! Portada: Johnny Ventura,37i9dQZF1DWSUo7EWzIcjZ,latin
1427,Flow Panamá,Así suena la música urbana de Panamá hoy. Foto: Boza,37i9dQZF1DWYVseajANOFG,latin
1428,トップ ゲーム トラック,ゲームと音楽を一緒に楽しめる、PlayStation とのコラボプレイリスト。cover: Aimer,37i9dQZF1DWUYlOrCO4cdF,gaming
1429,PlayStation® Game Music,「PlayStation Game Music大賞 2021」受賞作品を集めたプレイリスト　Music+Talk：https:&#x2F;&#x2F;open.spotify.com&#x2F;show&#x2F;0e1638TPyeS4rt4vvEUAMh,6ZcJ0jyy8KxfL13m3u44lg,gaming
1430,FINAL FANTASY,"FFVII REMAKE O.S.Tから楽曲追加！ 緻密な映像美と豊かな物語性で世界中から愛されている最高峰RPGシリーズ、ファイナルファンタジーの珠玉の名曲集。©2019 SQUARE ENIX CO., LTD. All Rights Reserved.",37i9dQZF1DX8wCc28V2cVW,gaming
1431,BIOHAZARD 25th ANNIVERSARY,"Essential tracks from ""Resident Evil"" series. 25周年を迎えたホラーゲームの金字塔、バイオハザードシリーズの音楽をプレイリストで。©CAPCOM CO., LTD. ALL RIGHTS RESERVED.",37i9dQZF1DXavxLjAz4XDv,gaming
1432,ウマ娘 プリティーダービー Uma Musume Pretty Derby,"「ウマ娘 プリティーダービー」ゲーム&アニメの楽曲をプレイリストで。Enjoy music from ""Uma Musume Pretty Derby! ©︎Cygames, Inc.",37i9dQZF1DWU6mxTL25Ms2,gaming
1433,Anime and Play,"From standards to the latest hits, check out our Anime song picks. Music perfect for gameplay.  &#x2F; アニソンの定番名曲から最新ヒットまでをセレクト！ゲームプレイにぴったりのナンバーが満載!! Cover: Survive Said The Prophet",6l89e7gIy9L8m65lreGBqc,gaming
1434,Fate/Grand Order,"Music From ""Fate/Grand Order""! 音楽で辿る「Fate/Grand Order」の世界!
©TYPE-MOON / FGO PROJECT",37i9dQZF1DWXJLiusIFBdb,gaming
1435,Ultra Gaming,"Dance, Bass, EDM, Trap: the perfect gaming mix.",37i9dQZF1DWYN9NBqvY7Tx,gaming
1436,Fate/stay night,"Music From ""Fate/stay night""! 音楽で辿る「Fate/stay night」の世界!
©TYPE-MOON・ufotable・FSNPC　©TYPE-MOON",37i9dQZF1DWYjiFXfkd1ff,gaming
1437,FINAL FANTASY -fight!-,"Fight songs from FINAL FANTASY series to make you feel empowered. ファイナルファンタジーシリーズを彩る音楽の宝庫より、高揚感と活力漲るファイトソングをあなたに。©2019 SQUARE ENIX Co., Ltd. All Rights Reserved. Character Graphic: Kazuko Shibuya",37i9dQZF1DWYDKooCm4xXG,gaming
1438,澤村 遥 -龍が如く-,,37i9dQZF1DXdgnUaT5jihn,gaming
1439,Top Gaming Tracks,Top tracks that gamers love. ,37i9dQZF1DWTyiBJ6yEqeu,gaming
1440,龍が如く -Yakuza: Like a Dragon-,"Music from the gaming series ""Yakuza: Like a Dragon"" -「龍が如く7　光と闇の行方」発売記念！シリーズ歴代テーマソング、サントラ楽曲を網羅した公式プレイリスト登場",37i9dQZF1DX40xbLWvaxZD,gaming
1441,phonk,the beat of your drift,37i9dQZF1DWWY64wDtewQt,gaming
1442,SaGa  -サガ-,"Essential tracks from masterpiece RPG series, “SaGa”. ゲーム史の変遷と共に歩み続け30年。数々の感動を生み続けるRPG「SaGa」シリーズの名曲たちをプレイリストで。",37i9dQZF1DXazaFUkKf7jt,gaming
1443,春日一番 -龍が如く-,,37i9dQZF1DWWJwr0Fqyei6,gaming
1444,FINAL FANTASY -relax-,"Chill-out songs from FINAL FANTASY series to make you relax. ファイナルファンタジーシリーズを彩る音楽の宝庫より、癒しのひとときを紡ぎだす心に沁みる楽曲をあなたに。©2019 SQUARE ENIX Co., Ltd. All Rights Reserved. Character Graphic: Kazuko Shibuya",37i9dQZF1DX0jNl6iUx9qC,gaming
1445,Pixel Garden,Electro tunes for your virtual world.,37i9dQZF1DX3FJKV5EZtau,gaming
1446,FINAL FANTASY -drive-,"Upbeat music from FINAL FANTASY series to enrich your drive time. ファイナルファンタジーシリーズを彩る音楽の宝庫より、ドライブのお供にふさわしい疾走感溢れる楽曲をあなたに。©2019 SQUARE ENIX Co., Ltd. All Rights Reserved. Character Graphic: Kazuko Shibuya",37i9dQZF1DWUm2a02iDDTG,gaming
1447,This Is SEGA SOUND TEAM,"Enjoy game music from SEGA classic soundtracks including SONIC, SPACE HARRIER and OutRun. SEGA名作ゲームサントラの世界へようこそ！",37i9dQZF1DX2CtuHQcongT,gaming
1448,FINAL FANTASY,"New arrival from FINAL FANTASY VII REMAKE Original Soundtrack + essential tracks from the series. ©2019 SQUARE ENIX CO., LTD. All Rights Reserved.",37i9dQZF1DWYnGFRu5xvi8,gaming
1449,薄桜鬼 -Hakuoki-,「薄桜鬼」関連のアニメ/ゲームテーマソングを集めたプレイリスト。Music from Hakuoki series!©️IF・DF／「薄桜鬼」製作委員会2021,37i9dQZF1DX4yv2Odr90OD,gaming
1450,Genre Glitch,Instrumental bliss beyond genre classification.,37i9dQZF1DWUraJYejk11q,gaming
1451,FINAL FANTASY -up!-,"Happy songs from FINAL FANTASY series to cheer you up. ファイナルファンタジーシリーズを彩る音楽の宝庫より、聴くだけでポジティブな気持ちになれる日々の生活の応援ソングをあなたに。©2019 SQUARE ENIX Co., Ltd. All Rights Reserved. Character Graphic: Kazuko Shibuya",37i9dQZF1DX7UhMBB8rJ6x,gaming
1452,RetroWave / Outrun,Equal parts nostalgic synthwave sounds and modern production.,37i9dQZF1DXdLEN7aqioXM,gaming
1453,FINAL FANTASY -cry...-,"Sad but beautiful songs from FINAL FANTASY series to make you cry. ファイナルファンタジーシリーズを彩る音楽の宝庫より、辛い時や悲しい時、思い切り泣きたい時に聴きたい哀しい名曲をあなたに。©2019 SQUARE ENIX Co., Ltd. All Rights Reserved. Character Graphic: Kazuko Shibuya",37i9dQZF1DX3KBB4eRLdQh,gaming
1454,太鼓の達人 セッションでドドンがドン！,"PS4『<a href=""https://store.playstation.com/#!/ja-jp/cid=JP0700-CUSA07515_00-TAIKONOTATSUJIN1"">太鼓の達人 セッションでドドンがドン！</a>』発売を記念して、収録されている定番曲、最新ヒットからギュッと30曲を<a href=""https://open.spotify.com/user/playstationtmmusicjapan"">PlayStation™Music</a>がピックアップ！ゲーム本編では、70曲以上※からお気に入りの楽曲を選んで演奏できる。ルールは簡単、流れてくる音符に合わせてタイミングよく太鼓を叩けばOK☆このプレイリストで曲を覚えてハイスコアを目指そう！※「太鼓の達人セッションでドドンがドン！」ではカバー音源で収録されている楽曲もございます。",2vlITIo9m1CgQN31S6GWqA,gaming
1455,League of Legends Official Playlist,The Official League of Legends playlist celebrating the launch of the Arcane Original Soundtrack.,37i9dQZF1DWVi45nh2EuPP,gaming
1456,Gaming Lounge,Discover new music while you game.,37i9dQZF1DX9QWEVCu9UDA,gaming
1457,巡音ルカ (MEGURINE LUKA),巡音ルカ公式プレイリスト。スウィートな歌声からラウドなヴォーカルまで操る巡音ルカのVOCALOIDチューンをセレクト！| PS Music Japan presents the official MEGURINE LUKA playlist featuring a variety of VOCALOID tunes.,0gyisEILKMJzX0YOxwAxh2,gaming
1458,Virtual Reality,"Welcome, you belong here.",37i9dQZF1DWVF0pvJ1YrL7,gaming
1459,This Is Capcom Sound Team,"Enjoy game soundtracks from Capcom! 最新作から過去まで、多数の人気作品を生み出したカプコンのゲームサントラをお届け！©CAPCOM CO., LTD. ALL RIGHTS RESERVED.",37i9dQZF1DX6CfJlSXEcCA,gaming
1460,Video Game Soundtracks,"Double-jump into these legendary video game soundtracks, featuring old favourites and new classics.",37i9dQZF1DXdfOcg1fm0VG,gaming
1461,初音ミク  (HATSUNE MIKU),初音ミク公式プレイリスト。数ある初音ミク作品の中からゲームプレイにマッチしたナンバーをピックアップ！ 疾走感あふれるサウンドが気分を高めてくれるはず!! | PS Music Japan presents the official Hatsune Miku playlist for your gaming pleasure.,719YG6m2d0Q5gVUUWnbvQ4,gaming
1462,モンスターハンター：ワールド Selected by PlayStation™Music,『モンスターハンター：ワールド』をプレイしながら楽しみたい、ハンターの心を奮い立たせる邦楽＆洋楽のロックナンバーを中心にPlayStation™Musicが選曲！,5bwUdJCdttZQskjMOJBcSs,gaming
1463,NIOH -仁王-,"Immerse yourself in the world of NIOH, an intense action RPG experience in Sengoku Era in Japan. 
ダーク戦国アクションRPG, 「仁王」の世界へ！",37i9dQZF1DX9o0sjdAbiLJ,gaming
1464,Chill Battle Beats,Find your gaming flow with wavy beats and soft trap!,37i9dQZF1DWTpLDJazDBum,gaming
1465,鏡音リン・レン  (KAGAMINE RIN/LEN),鏡音リン・レン公式プレイリスト。ヴァーチャル・シンガー『鏡音リン（女性）』と『鏡音レン（男性）』が歌うVOCALOIDチューンをセレクト！| PS Music Japan presents the official playlist featuring the VOCALOID singers known as &quot;KAGAMINE RIN (female)&quot; and &quot;KAGAMINE LEN (male)&quot;.,4fS38DqjZFCFIRO0yEebzG,gaming
1466,Grand Theft Auto,Celebrate the epic GTA series with memorable moments and hidden gems from the soundtrack.,37i9dQZF1DX6RSJAsEDz7H,gaming
1467,DOWN LOW,The bass you need for riding low and high.,37i9dQZF1DXblmY5UIU3v3,gaming
1468,桐生一馬 -龍が如く-,,37i9dQZF1DX3pONldzopsW,gaming
1469,Heavy Gamer,For those that like it hard and heavy.,37i9dQZF1DXcOYQJYGaYjk,gaming
1470,ネオロマンス25周年,「アンジェリーク」「遙かなる時空の中で」「金色のコルダ」「ネオ アンジェリーク」「下天の華」などネオロマンスシリーズの600曲を超えるキャラソンから人気の楽曲を一挙配信！,1pofNPzR93QIXQG6WPOJHS,gaming
1471,アイドル IDOL on PlayStation®,ゲームプレイを盛り上げるアイドル・ソングをピックアップ！ カバーアート：クマリデパート,7v5N6VZS7xOFRaAEX2QLVZ,gaming
1472,Tony Hawk's Pro Skater 1 + 2,"A collection of songs from <a href=""spotify:user:nytrvduf711vc7ja3kv9vwgnm"">Tony Hawk's Pro Skater 1 + 2</a>.",37i9dQZF1DX6F6y6vVLZ8H,gaming
1473,Level Up Lofi,n3xt l3v3l beats.,37i9dQZF1DX1bJXtym592H,gaming
1474,Retro Gaming,"Hits of the 70s, 80s and 90s for gamers who love things retro.",37i9dQZF1DWYnY33e7En9e,gaming
1475,BIOHAZARD: resident evil,BIOHAZARD シリーズ最新作『BIOHAZARD 7 resident evil』発売記念：サバイバルホラーシリーズでお馴染みのサウンドトラックを一挙にコンパイルしたプレイリスト。,5Cdu0YWkVp8X1lM9PlmgZj,gaming
1476,StartSelect: Curated by Sampev2,"<a href=""https://www.twitch.tv/sampev2"">Sampev2</a>'s go-to gaming tracks.",37i9dQZF1DX1xEPBKyoFUz,gaming
1477,Atmospheric Gaming,Imposing Ambient for a deep gaming session. ,37i9dQZF1DX3aNIjF2sBu1,gaming
1478,Home Bound,帰宅中に、ゆったりと落ち着いたセレクションをお楽しみ下さい！,37i9dQZF1DX0ciAAyw9ZkU,travel
1479,Drive Loud!,ドライブ用プレイリスト！渋滞も気にせず、ドライブが楽しくなる楽曲を毎週セレクト！,37i9dQZF1DWSAJ2OGLglOP,travel
1480,Over The Rainbow -ウクレレ・ソングス-,次世代の若手奏者からレジェンドまで、思う存分極上のウクレレ・ミュージックを。,37i9dQZF1DWYJV6goA7NDH,travel
1481,Road Trip To Tokyo,"The ultimate instrumental soundtrack for a long haul journey, to the bustling metropolis in Japan that never sleeps. 東京への旅のお供に、日本を代表するインスト楽曲の特集をどうぞ！！",37i9dQZF1DWV8IND7NkP2W,travel
1482,Happy Stroll,音楽をポケットに詰めて散歩に出かけよう。きっと新しい景色が見えてくるはず。,37i9dQZF1DWWS0ll5RduHB,travel
1483,南の島のうた,"Enjoy a variety of awesome music from Okinawa, as well as other Southern Japanese Islands!  日本の南に位置する沖縄や奄美大島などの島で育まれた楽曲を集めたプレイリスト。時代やジャンルに関わりなく、まさにチャンプルー(ごちゃまぜ)のごとく様々な味わい、音色や風景を感じさせる南の島のうたの数々を発見してみてください。",37i9dQZF1DWSyzM7VcGuen,travel
1484,Classic Road Trip Songs,The ultimate playlist to fuel your good mood while on the road.,37i9dQZF1DX9wC1KY45plY,travel
1485,Road Trip To Kyoto,The perfect soundtrack for a trip to one of the most breath-taking and iconic cities in the world: Kyoto / 様々な魅力に溢れる京都への旅のお供に、このサウンドトラックを是非お楽しみ下さい。,37i9dQZF1DWTyunZbUcqFL,travel
1486,70s Road Trip,Hit the road to the soundtrack of these seventies classics.,37i9dQZF1DWWiDhnQ2IIru,travel
1487,ワイキキの夕暮れ,夕暮れ時のビーチで波の音と共に聴こえてくるハワイアンミュージックを集めました。,37i9dQZF1DWWl678XTAGBa,travel
1488,80s Rock Drive,80s rock to fuel your ride. Cover: Guns N' Roses,37i9dQZF1DX206LSYrawGc,travel
1489,Night Rider,"Dark and moody progressive <a href=""spotify:genre:edm_dance"">house</a> music for the late night highway.",37i9dQZF1DX6GJXiuZRisr,travel
1490,Classic Rock Drive,Classic rock to get your motor running. Cover: AC/DC,37i9dQZF1DXdOEFt9ZX0dh,travel
1491,Jazz on the Road,A swinging soundtrack for your drivetime.,37i9dQZF1DX9n1kQRulpEn,travel
1492,60s Rock Drive,60s rock to fuel your ride. Cover: Jimi Hendrix,37i9dQZF1DWSSWiBVaJn3j,travel
1493,Highway to Yell,Hit the road and scream your heart out!,37i9dQZF1DXdF699XuZIvg,travel
1494,Hip-Hop Drive,Drive slow homie. cover: Missy Elliott,37i9dQZF1DWUFmyho2wkQU,travel
1495,90s Road Trip,Ultimate mix of songs from the 1990s to insure a good time while on the road.,37i9dQZF1DX76cnmxfAAhD,travel
1496,70s Rock Drive,70s rock to fuel your ride. Cover: Aerosmith,37i9dQZF1DX52C9BnsaFI0,travel
1497,Indie Rock Road Trip,Road trip tracks...,37i9dQZF1DWUoqEG4WY6ce,travel
1498,90s Rock Drive,90s rock to fuel your ride. Cover: The Smashing Pumpkins,37i9dQZF1DX9E1mLvTvD1f,travel
1499,Beach Vibes,Soak up these laid-back jams. ,37i9dQZF1DX83I5je4W4rP,travel
1500,Pop Drive,Breeze through your commute with these pop favorites. Cover: Olivia Rodrigo,37i9dQZF1DWSThc8QnzIme,travel
1501,Folk Fabrique,21st Century nomadic expressions interwoven into a very unexpected patchwork.,37i9dQZF1DX62XscWX9t6h,travel
1502,So Kool Driving,Tap your feet to the K-Pop beats on your way through the driving moments. (시원한 국내음악들과 드라이빙을 즐겨보세요!),37i9dQZF1DX3sCx6B9EAOr,travel
1503,Love In Paris,"Ah, Paris. It's easy to see why it's called the city of love.",37i9dQZF1DX5SrscLLafXx,travel
1504,Night Walk,夜の散歩にあうプレイリスト。Yogee New Wavesのメンバーが選曲しています。,37i9dQZF1DXbOIXGhM8qKA,travel
1505,Scenic Route,hop in and take the long way.,37i9dQZF1DX1adpUbAHocs,travel
1506,Evening Commute,Let this smooth mix carry you home in style.,37i9dQZF1DX3bSdu6sAEDF,travel
1507,Creative Trip,数々のクリエイターを輩出してきたデジタルハリウッドがお送りするクリエイティブワークに最適なプレイリスト。一緒に「Creative Trip」へ出かけよう。,2DISAbVWbZMDwqWv1F5zRw,travel
1508,Souvenirs,Relax and transport yourself to a tranquil sojourn in France.,37i9dQZF1DX8XxBtyUnC7B,travel
1509,My Valentine,2021年のヴァレンタインを彩るラブソング特集。,37i9dQZF1DWZKaHJt8z6Zt,romance
1510,Sugar,Sugarのような甘い魔法に身を委ねて、ふたりだけのミッドナイトクルージング。,37i9dQZF1DX6KMaTGs04Oh,romance
1511,ディズニー・ラブソング,ディズニーラブソングに包まれて過ごすバレンタイン、名曲プレイリスト。Happy Valentine's Day!,37i9dQZF1DWXufhos7tJvL,romance
1512,Oh Happy Day!  ~ウェディング・ソング~,様々なウェディング・シーンを彩る永遠のラブソングをひとつのプレイリストに。,37i9dQZF1DWTigpPD9perY,romance
1513,恋するプレイリスト,"恋しているあなたの気持ちに寄り添う、素敵なラブソングを集めました。Illustration by <a href=""https://twitter.com/hoshieri7"">北村英理</a>(Eri Kitamura)",37i9dQZF1DX328xs24cFGI,romance
1514,Warm Fuzzy Feeling,"Beautiful songs to give you that warm, fuzzy feeling.",37i9dQZF1DX5IDTimEWoTd,romance
1515,Love Ballads,Some of the worlds most beautiful love songs.,37i9dQZF1DWYMvTygsLWlG,romance
1516,90s Love Songs,"Tight Roll your jeans, break out the CK1, and set the mood...",37i9dQZF1DWXqpDKK4ed9O,romance
1517,10s Love Songs,Unforgettable love songs from the 2010s.,37i9dQZF1DWVTfbQdQ8l7H,romance
1518,Love yourself,"You're a masterpiece, ok?",37i9dQZF1DWVR1Ngoan99K,romance
1519,80s Love Songs,The most unforgettable love songs from the 80s.,37i9dQZF1DXc3KygMa1OE7,romance
1520,Alone Again,"Being alone (again) can be tough, but these songs will keep you company.",37i9dQZF1DWX83CujKHHOn,romance
1521,Spooning,This is the perfect playlist for those cozy moments.,37i9dQZF1DXawcx4otNoU1,romance
1522,Jazzy Romance,Jazzy love songs. Cover: Lady Gaga & Tony Bennett,37i9dQZF1DWTbzY5gOVvKd,romance
1523,K-Pop Duets,"Ready for some sweet harmony or explosive combination of your favourite couple or troublemakers. (Cover: Lee Young Ji, Layone(이영지, 래원))",37i9dQZF1DWZYjbSZYSpu6,romance
1524,Bedroom Jams,Slow jams for the passionate.,37i9dQZF1DX0QKpU3cGsyb,romance
1525,Rock Love Songs,The romantic side of classic rock and metal,37i9dQZF1DX7Z7kYpKKGTc,romance
1526,'90s Baby Makers,What we're gonna do right now is go back—back in time. Here are all your favorite '90s R&B slow jams!,37i9dQZF1DWVEvzGeX3eRs,romance
1527,In the Arms of a Woman,Male artists singing about love.,37i9dQZF1DWTtOKhkK5Mem,romance
1528,Broken Heart,Nurse your emotional wounds with these heartbreak tracks.,37i9dQZF1DXbrUpGvoi3TS,romance
1529,All The Feels,All the vibes. All the feels.,37i9dQZF1DX7gIoKXt0gmx,romance
1530,Classical Romance,Spend some quality time with these romantic classical masterpieces.,37i9dQZF1DX4s3V2rTswzO,romance
1531,Country Kind of Love,Nothing but beautiful country love songs. ,37i9dQZF1DX8WMG8VPSOJC,romance
1532,You & Me,It's just us—and this awesome alt soundtrack.,37i9dQZF1DX6mvEU1S6INL,romance
1533,F**k love,Cupid is not real,37i9dQZF1DX0Q4370FIadK,romance
1534,Heart Beats,"<a href=""spotify:genre:edm_dance"">Dance music</a> for the heart <3",37i9dQZF1DWSRc3WJklgBs,romance
1535,Date Night Jazz,Set the tone for your dinner with cozy jazz.,37i9dQZF1DX6ZiG5Dz8cUM,romance
1536,Acoustic Love,"Songs to soundtrack your love story, from butterflies and first kisses to bittersweet memories and everything in between.",37i9dQZF1DWSlwBojgQEcN,romance
1537,B.A.E.,Hip-Hop + R&B: Before. Anything. Else. Cover: Moneybagg Yo,37i9dQZF1DWX3387IZmjNa,romance
1538,50s Love Songs,Unforgettable love songs from the 1950s.,37i9dQZF1DWUGhrXBsyMVJ,romance
1539,60s Love Songs,Unforgettable love songs from the 1960s.,37i9dQZF1DWYUCqLrWKr4p,romance
1540,An Elegant Affair,Big bands and tuxedos. The playlist for the wedding or just an elegant evening.,37i9dQZF1DWVf1Phr4ZVgO,romance
1541,Electronica Romantica,Delicate digital expressions of the heart.,37i9dQZF1DXaRycgyh6kXP,romance
1542,The Sweet Suite,Come inside The Sweet Suite and get in the mood with some amazing R&B and soul ballads from the past and present.,37i9dQZF1DX2Ma8k80RiMN,romance
1543,Timeless Love Songs,The ultimate romantic playlist.,37i9dQZF1DX7rOY2tZUw1k,romance
1544,Valentine's Day Love,"The most romantic tracks of all time, featuring today's hits and all the classics.",37i9dQZF1DX4pAtJteyweQ,romance
1545,goosebumps,you up?,37i9dQZF1DXdl6IPOySdX4,romance
1546,Candle Light Dinner,Music to set the mood for a romantic evening.,37i9dQZF1DX9ZcivJbmcIz,romance
1547,Going Together,Songs of deep relationships to inspire your journey with each other.,37i9dQZF1DWYhr4P5Boce5,romance
1548,Alternative Love Songs,A selection of the greatest alternative love songs of all time.,37i9dQZF1DWZIQpJDqCc10,romance
1549,Slow Dancing in the Living Room,Sway your way through the evening.,37i9dQZF1DXaUvpePTXR1D,romance
1550,Black Love Mixtape,"Celebrating Black love, one song at a time.",37i9dQZF1DXaPeYMCDRQeg,romance
1551,Sexy As Folk,sensual roots & indie folk.,37i9dQZF1DX1BGjF5N5O7F,romance
1552,Love In Paris,"Ah, Paris. It's easy to see why it's called the city of love.",37i9dQZF1DX5SrscLLafXx,romance
1553,Wedding Songs,Searching for the perfect wedding slow dance? We gotchu.,37i9dQZF1DX3Z99viCDp7Q,romance
1554,Make Out Jams,Set the mood just right...,37i9dQZF1DXbEm2sKzgoJ8,romance
1555,Love Pop,Because we all deserve great pop love songs in one playlist.,37i9dQZF1DX50QitC6Oqtn,romance
1556,Jazz for Lovers,The unforgettable romantic jazz songs. Cover: Nat King Cole,37i9dQZF1DX76YsWjvbz9I,romance
1557,Amor Amor,¡Que viva el amor!,37i9dQZF1DWUoGbRYcteyC,romance
1558,Spotify Singles: Love Songs,"Songs for lovers like you've never heard before.  Cover: Chelsea Cutler, Dan & Shay and Giveon.",37i9dQZF1DWSGaZLGlN26y,romance
1559,都会の空と音楽と,都会の空を見上げると聴こえてくる音楽。 cover painting: 永井博,37i9dQZF1DWTbkKlc06FmH,dinner
